,valuable
38140,1
38141,1
38142,0
38143,0
38144,1
38145,1
38146,1
38147,0
38148,1
38149,1
38150,1
38151,1
38152,1
38153,1
38154,1
38155,1
38156,1
38157,1
38158,1
38159,1
38160,0
38161,0
38162,1
38163,0
38164,0
38165,1
38166,1
38167,0
38168,1
38169,1
38170,0
38171,1
38172,1
38173,1
38174,1
38175,1
38176,0
38177,0
38178,0
38179,1
38180,1
38181,1
38182,1
38183,1
38184,0
38185,0
38186,0
38187,1
38188,1
38189,0
38190,1
38191,0
38192,1
38193,1
38194,0
38195,1
38196,0
38197,1
38198,1
38199,1
38200,0
38201,0
38202,1
38203,1
38204,1
38205,1
38206,1
38207,1
38208,1
38209,0
38210,1
38211,0
38212,1
38213,0
38214,0
38215,1
38216,1
38217,1
38218,0
38219,1
38220,1
38221,1
38222,1
38223,0
38224,1
38225,0
38226,1
38227,1
38228,1
38229,0
38230,1
38231,0
38232,0
38233,0
38234,1
38235,1
38236,1
38237,1
38238,0
38239,1
38240,1
38241,1
38242,0
38243,0
38244,1
38245,1
38246,0
38247,0
38248,0
38249,1
38250,1
38251,0
38252,1
38253,0
38254,1
38255,0
38256,0
38257,1
38258,1
38259,1
38260,1
38261,0
38262,0
38263,1
38264,1
38265,1
38266,1
38267,0
38268,1
38269,1
38270,1
38271,1
38272,0
38273,1
38274,0
38275,1
38276,1
38277,1
38278,1
38279,1
38280,1
38281,0
38282,1
38283,0
38284,1
38285,1
38286,0
38287,0
38288,1
38289,1
38290,1
38291,0
38292,1
38293,1
38294,0
38295,0
38296,0
38297,0
38298,1
38299,1
38300,1
38301,0
38302,1
38303,0
38304,1
38305,0
38306,1
38307,1
38308,1
38309,1
38310,0
38311,0
38312,0
38313,0
38314,1
38315,0
38316,1
38317,1
38318,0
38319,0
38320,1
38321,1
38322,0
38323,1
38324,1
38325,0
38326,1
38327,0
38328,1
38329,0
38330,1
38331,0
38332,1
38333,1
38334,1
38335,0
38336,0
38337,0
38338,1
38339,0
38340,1
38341,1
38342,1
38343,0
38344,1
38345,0
38346,1
38347,0
38348,1
38349,1
38350,0
38351,1
38352,0
38353,1
38354,1
38355,1
38356,0
38357,1
38358,1
38359,0
38360,0
38361,1
38362,0
38363,0
38364,0
38365,0
38366,1
38367,1
38368,1
38369,1
38370,0
38371,0
38372,0
38373,0
38374,0
38375,1
38376,0
38377,0
38378,0
38379,1
38380,0
38381,0
38382,1
38383,1
38384,0
38385,0
38386,1
38387,1
38388,0
38389,0
38390,0
38391,0
38392,0
38393,0
38394,1
38395,0
38396,1
38397,1
38398,0
38399,1
38400,0
38401,0
38402,1
38403,0
38404,0
38405,0
38406,1
38407,1
38408,0
38409,1
38410,1
38411,1
38412,1
38413,1
38414,0
38415,0
38416,1
38417,1
38418,0
38419,1
38420,1
38421,1
38422,0
38423,1
38424,1
38425,0
38426,0
38427,1
38428,0
38429,0
38430,0
38431,0
38432,1
38433,0
38434,0
38435,0
38436,1
38437,0
38438,0
38439,1
38440,1
38441,1
38442,1
38443,0
38444,1
38445,1
38446,1
38447,0
38448,0
38449,0
38450,0
38451,0
38452,0
38453,0
38454,0
38455,0
38456,0
38457,1
38458,0
38459,0
38460,0
38461,0
38462,0
38463,0
38464,0
38465,0
38466,0
38467,0
38468,0
38469,0
38470,0
38471,0
38472,0
38473,0
38474,0
38475,0
38476,0
38477,0
38478,0
38479,0
38480,0
38481,0
38482,0
38483,0
38484,0
38485,0
38486,0
38487,0
38488,0
38489,0
38490,0
38491,0
38492,0
38493,0
38494,0
38495,0
38496,0
38497,0
38498,0
38499,0
38500,0
38501,0
38502,0
38503,0
38504,0
38505,0
38506,0
38507,0
38508,0
38509,0
38510,0
38511,0
38512,0
38513,0
38514,0
38515,1
38516,1
38517,0
38518,0
38519,0
38520,0
38521,0
38522,0
38523,0
38524,0
38525,0
38526,1
38527,0
38528,0
38529,0
38530,0
38531,0
38532,0
38533,0
38534,0
38535,0
38536,0
38537,0
38538,0
38539,0
38540,0
38541,0
38542,0
38543,0
38544,0
38545,0
38546,0
38547,0
38548,0
38549,0
38550,0
38551,0
38552,0
38553,0
38554,0
38555,0
38556,0
38557,0
38558,0
38559,0
38560,0
38561,0
38562,0
38563,0
38564,0
38565,0
38566,0
38567,0
38568,0
38569,0
38570,0
38571,0
38572,1
38573,0
38574,0
38575,0
38576,0
38577,0
38578,0
38579,0
38580,0
38581,0
38582,0
38583,0
38584,0
38585,0
38586,0
38587,0
38588,0
38589,0
38590,0
38591,0
38592,0
38593,0
38594,0
38595,0
38596,0
38597,0
38598,0
38599,0
38600,0
38601,0
38602,0
38603,0
38604,0
38605,0
38606,0
38607,0
38608,0
38609,0
38610,0
38611,0
38612,0
38613,0
38614,0
38615,0
38616,0
38617,0
38618,0
38619,0
38620,0
38621,0
38622,0
38623,0
38624,0
38625,0
38626,0
38627,0
38628,0
38629,0
38630,0
38631,0
38632,0
38633,0
38634,0
38635,0
38636,0
38637,0
38638,0
38639,0
38640,0
38641,0
38642,0
38643,0
38644,0
38645,0
38646,0
38647,0
38648,0
38649,0
38650,0
38651,0
38652,0
38653,0
38654,0
38655,0
38656,0
38657,0
38658,0
38659,0
38660,0
38661,0
38662,0
38663,0
38664,1
38665,0
38666,0
38667,0
38668,0
38669,0
38670,0
38671,0
38672,0
38673,0
38674,0
38675,0
38676,0
38677,0
38678,0
38679,0
38680,0
38681,0
38682,0
38683,0
38684,0
38685,0
38686,0
38687,0
38688,0
38689,0
38690,0
38691,0
38692,0
38693,1
38694,0
38695,0
38696,0
38697,0
38698,0
38699,0
38700,0
38701,0
38702,0
38703,0
38704,0
38705,0
38706,0
38707,0
38708,0
38709,0
38710,0
38711,0
38712,0
38713,0
38714,0
38715,0
38716,0
38717,0
38718,1
38719,0
38720,0
38721,0
38722,0
38723,0
38724,0
38725,0
38726,0
38727,0
38728,0
38729,0
38730,0
38731,0
38732,0
38733,0
38734,0
38735,0
38736,0
38737,0
38738,0
38739,0
38740,0
38741,0
38742,0
38743,0
38744,0
38745,1
38746,0
38747,0
38748,1
38749,0
38750,0
38751,0
38752,0
38753,0
38754,0
38755,0
38756,0
38757,0
38758,0
38759,0
38760,0
38761,0
38762,0
38763,0
38764,0
38765,0
38766,0
38767,0
38768,1
38769,0
38770,0
38771,0
38772,0
38773,0
38774,0
38775,0
38776,0
38777,0
38778,0
38779,0
38780,0
38781,1
38782,0
38783,0
38784,0
38785,0
38786,0
38787,0
38788,0
38789,0
38790,0
38791,0
38792,0
38793,0
38794,0
38795,0
38796,0
38797,0
38798,0
38799,0
38800,0
38801,0
38802,0
38803,0
38804,0
38805,0
38806,0
38807,0
38808,0
38809,0
38810,0
38811,1
38812,1
38813,0
38814,0
38815,0
38816,0
38817,0
38818,0
38819,0
38820,0
38821,0
38822,0
38823,0
38824,0
38825,0
38826,0
38827,1
38828,0
38829,0
38830,0
38831,0
38832,0
38833,1
38834,0
38835,0
38836,1
38837,1
38838,0
38839,0
38840,0
38841,0
38842,0
38843,0
38844,1
38845,0
38846,0
38847,0
38848,1
38849,0
38850,0
38851,0
38852,0
38853,0
38854,0
38855,0
38856,0
38857,0
38858,0
38859,1
38860,0
38861,1
38862,0
38863,1
38864,0
38865,0
38866,0
38867,0
38868,0
38869,0
38870,0
38871,0
38872,1
38873,1
38874,0
38875,0
38876,0
38877,0
38878,1
38879,0
38880,0
38881,0
38882,0
38883,0
38884,0
38885,0
38886,0
38887,0
38888,0
38889,0
38890,0
38891,0
38892,0
38893,0
38894,0
38895,0
38896,0
38897,1
38898,0
38899,0
38900,0
38901,0
38902,0
38903,0
38904,1
38905,0
38906,0
38907,0
38908,0
38909,0
38910,0
38911,0
38912,1
38913,0
38914,0
38915,0
38916,0
38917,0
38918,0
38919,1
38920,0
38921,0
38922,0
38923,1
38924,0
38925,1
38926,0
38927,0
38928,0
38929,0
38930,0
38931,0
38932,0
38933,0
38934,0
38935,0
38936,0
38937,0
38938,0
38939,0
38940,0
38941,1
38942,0
38943,0
38944,0
38945,0
38946,0
38947,0
38948,0
38949,0
38950,1
38951,0
38952,0
38953,0
38954,0
38955,0
38956,0
38957,0
38958,0
38959,0
38960,0
38961,1
38962,0
38963,1
38964,1
38965,0
38966,0
38967,0
38968,0
38969,0
38970,1
38971,1
38972,0
38973,0
38974,0
38975,1
38976,0
38977,0
38978,0
38979,0
38980,0
38981,0
38982,0
38983,0
38984,0
38985,0
38986,0
38987,0
38988,0
38989,0
38990,1
38991,0
38992,0
38993,0
38994,0
38995,1
38996,0
38997,1
38998,0
38999,1
39000,0
39001,1
39002,0
39003,1
39004,0
39005,0
39006,0
39007,0
39008,0
39009,1
39010,1
39011,0
39012,0
39013,0
39014,1
39015,1
39016,1
39017,1
39018,1
39019,0
39020,1
39021,0
39022,0
39023,0
39024,0
39025,0
39026,0
39027,0
39028,0
39029,0
39030,0
39031,1
39032,1
39033,0
39034,0
39035,0
39036,1
39037,0
39038,1
39039,0
39040,1
39041,1
39042,0
39043,0
39044,0
39045,1
39046,0
39047,0
39048,1
39049,1
39050,0
39051,0
39052,0
39053,1
39054,0
39055,1
39056,0
39057,1
39058,1
39059,1
39060,1
39061,0
39062,0
39063,1
39064,1
39065,0
39066,1
39067,0
39068,1
39069,0
39070,0
39071,1
39072,0
39073,0
39074,0
39075,0
39076,0
39077,1
39078,0
39079,1
39080,1
39081,0
39082,0
39083,1
39084,0
39085,1
39086,1
39087,0
39088,1
39089,1
39090,1
39091,0
39092,0
39093,1
39094,0
39095,0
39096,0
39097,0
39098,0
39099,1
39100,1
39101,1
39102,0
39103,1
39104,0
39105,1
39106,1
39107,0
39108,1
39109,0
39110,0
39111,1
39112,1
39113,1
39114,0
39115,0
39116,1
39117,1
39118,0
39119,0
39120,0
39121,1
39122,1
39123,1
39124,1
39125,1
39126,0
39127,0
39128,1
39129,1
39130,1
39131,0
39132,1
39133,0
39134,0
39135,0
39136,1
39137,1
39138,0
39139,0
39140,0
39141,0
39142,0
39143,0
39144,1
39145,1
39146,1
39147,0
39148,0
39149,0
39150,0
39151,0
39152,0
39153,1
39154,0
39155,0
39156,1
39157,1
39158,0
39159,1
39160,0
39161,1
39162,1
39163,1
39164,0
39165,0
39166,1
39167,0
39168,0
39169,1
39170,1
39171,1
39172,1
39173,0
39174,0
39175,1
39176,0
39177,1
39178,1
39179,1
39180,0
39181,0
39182,1
39183,1
39184,0
39185,1
39186,1
39187,0
39188,0
39189,0
39190,1
39191,0
39192,1
39193,0
39194,0
39195,1
39196,1
39197,0
39198,1
39199,1
39200,0
39201,1
39202,0
39203,1
39204,1
39205,1
39206,1
39207,0
39208,0
39209,1
39210,0
39211,1
39212,1
39213,1
39214,1
39215,1
39216,0
39217,1
39218,1
39219,1
39220,1
39221,0
39222,0
39223,1
39224,0
39225,0
39226,1
39227,1
39228,1
39229,1
39230,1
39231,1
39232,1
39233,1
39234,0
39235,1
39236,0
39237,1
39238,1
39239,0
39240,1
39241,1
39242,0
39243,0
39244,0
39245,1
39246,0
39247,1
39248,0
39249,0
39250,1
39251,1
39252,0
39253,0
39254,1
39255,1
39256,1
39257,1
39258,0
39259,1
39260,0
39261,1
39262,0
39263,1
39264,1
39265,1
39266,0
39267,1
39268,1
39269,1
39270,1
39271,0
39272,1
39273,1
39274,1
39275,0
39276,0
39277,0
39278,0
39279,0
39280,1
39281,0
39282,0
39283,0
39284,0
39285,0
39286,1
39287,0
39288,0
39289,1
39290,0
39291,0
39292,0
39293,1
39294,0
39295,1
39296,0
39297,0
39298,0
39299,0
39300,1
39301,0
39302,1
39303,1
39304,1
39305,0
39306,0
39307,1
39308,0
39309,0
39310,1
39311,1
39312,1
39313,0
39314,0
39315,1
39316,0
39317,0
39318,1
39319,1
39320,1
39321,1
39322,1
39323,0
39324,1
39325,1
39326,1
39327,1
39328,0
39329,1
39330,0
39331,0
39332,1
39333,1
39334,1
39335,1
39336,1
39337,0
39338,1
39339,1
39340,1
39341,1
39342,0
39343,1
39344,1
39345,0
39346,0
39347,1
39348,0
39349,0
39350,1
39351,1
39352,1
39353,1
39354,0
39355,0
39356,1
39357,0
39358,0
39359,1
39360,0
39361,0
39362,0
39363,0
39364,1
39365,0
39366,0
39367,1
39368,1
39369,0
39370,1
39371,1
39372,1
39373,0
39374,1
39375,1
39376,0
39377,1
39378,1
39379,1
39380,0
39381,1
39382,1
39383,0
39384,0
39385,0
39386,1
39387,1
39388,0
39389,1
39390,1
39391,0
39392,1
39393,0
39394,1
39395,0
39396,1
39397,0
39398,1
39399,0
39400,1
39401,1
39402,1
39403,1
39404,0
39405,1
39406,0
39407,0
39408,1
39409,1
39410,1
39411,1
39412,0
39413,0
39414,0
39415,1
39416,0
39417,0
39418,0
39419,0
39420,1
39421,0
39422,0
39423,1
39424,1
39425,1
39426,1
39427,0
39428,1
39429,0
39430,1
39431,1
39432,0
39433,1
39434,1
39435,1
39436,1
39437,0
39438,1
39439,0
39440,0
39441,0
39442,1
39443,0
39444,1
39445,1
39446,0
39447,1
39448,1
39449,1
39450,1
39451,1
39452,1
39453,1
39454,1
39455,1
39456,1
39457,1
39458,1
39459,1
39460,1
39461,0
39462,1
39463,0
39464,0
39465,0
39466,1
39467,0
39468,1
39469,1
39470,0
39471,0
39472,0
39473,0
39474,0
39475,0
39476,1
39477,0
39478,0
39479,1
39480,1
39481,1
39482,1
39483,0
39484,1
39485,0
39486,1
39487,1
39488,1
39489,0
39490,0
39491,0
39492,1
39493,1
39494,1
39495,1
39496,1
39497,1
39498,0
39499,1
39500,0
39501,0
39502,1
39503,0
39504,0
39505,1
39506,1
39507,1
39508,1
39509,1
39510,0
39511,0
39512,1
39513,1
39514,0
39515,1
39516,0
39517,1
39518,1
39519,1
39520,1
39521,1
39522,1
39523,1
39524,1
39525,1
39526,1
39527,1
39528,1
39529,1
39530,0
39531,1
39532,1
39533,0
39534,1
39535,1
39536,1
39537,1
39538,1
39539,1
39540,0
39541,0
39542,1
39543,1
39544,0
39545,1
39546,1
39547,0
39548,0
39549,1
39550,0
39551,1
39552,1
39553,1
39554,0
39555,0
39556,1
39557,1
39558,1
39559,1
39560,0
39561,1
39562,1
39563,1
39564,1
39565,0
39566,0
39567,0
39568,1
39569,1
39570,1
39571,1
39572,1
39573,1
39574,1
39575,0
39576,0
39577,1
39578,1
39579,1
39580,1
39581,0
39582,0
39583,0
39584,0
39585,1
39586,1
39587,0
39588,1
39589,1
39590,1
39591,1
39592,0
39593,0
39594,0
39595,1
39596,1
39597,1
39598,1
39599,1
39600,0
39601,1
39602,1
39603,0
39604,1
39605,0
39606,1
39607,1
39608,1
39609,1
39610,1
39611,0
39612,0
39613,0
39614,1
39615,1
39616,1
39617,1
39618,1
39619,1
39620,1
39621,1
39622,0
39623,0
39624,1
39625,1
39626,1
39627,1
39628,0
39629,0
39630,1
39631,1
39632,1
39633,0
39634,0
39635,0
39636,0
39637,0
39638,1
39639,0
39640,1
39641,0
39642,1
39643,0
39644,1
39645,0
39646,1
39647,1
39648,1
39649,0
39650,0
39651,1
39652,1
39653,1
39654,1
39655,0
39656,1
39657,0
39658,1
39659,1
39660,0
39661,1
39662,1
39663,0
39664,0
39665,1
39666,1
39667,1
39668,1
39669,0
39670,1
39671,1
39672,0
39673,1
39674,1
39675,0
39676,0
39677,1
39678,1
39679,1
39680,1
39681,1
39682,0
39683,1
39684,1
39685,1
39686,1
39687,1
39688,1
39689,1
39690,0
39691,1
39692,1
39693,1
39694,1
39695,1
39696,1
39697,0
39698,1
39699,1
39700,0
39701,0
39702,1
39703,1
39704,0
39705,0
39706,1
39707,1
39708,1
39709,1
39710,0
39711,0
39712,0
39713,1
39714,1
39715,1
39716,1
39717,1
39718,0
39719,1
39720,1
39721,1
39722,1
39723,1
39724,1
39725,1
39726,1
39727,0
39728,0
39729,0
39730,1
39731,1
39732,0
39733,1
39734,1
39735,0
39736,1
39737,1
39738,1
39739,1
39740,1
39741,1
39742,1
39743,1
39744,1
39745,0
39746,1
39747,1
39748,1
39749,1
39750,0
39751,1
39752,1
39753,1
39754,1
39755,1
39756,1
39757,1
39758,1
39759,0
39760,0
39761,1
39762,1
39763,1
39764,1
39765,1
39766,1
39767,1
39768,1
39769,0
39770,0
39771,0
39772,1
39773,1
39774,1
39775,0
39776,0
39777,1
39778,1
39779,0
39780,0
39781,1
39782,1
39783,1
39784,1
39785,1
39786,0
39787,1
39788,0
39789,1
39790,1
39791,0
39792,0
39793,1
39794,1
39795,1
39796,1
39797,1
39798,0
39799,1
39800,1
39801,0
39802,0
39803,1
39804,0
39805,1
39806,1
39807,1
39808,0
39809,0
39810,1
39811,0
39812,1
39813,1
39814,1
39815,1
39816,0
39817,0
39818,1
39819,1
39820,0
39821,0
39822,0
39823,0
39824,1
39825,1
39826,1
39827,0
39828,1
39829,0
39830,0
39831,0
39832,0
39833,0
39834,1
39835,0
39836,1
39837,0
39838,1
39839,0
39840,1
39841,1
39842,1
39843,1
39844,1
39845,0
39846,1
39847,0
39848,1
39849,1
39850,0
39851,1
39852,0
39853,1
39854,0
39855,0
39856,0
39857,1
39858,1
39859,1
39860,0
39861,1
39862,0
39863,1
39864,1
39865,1
39866,0
39867,1
39868,0
39869,0
39870,1
39871,1
39872,1
39873,1
39874,1
39875,0
39876,1
39877,1
39878,0
39879,1
39880,0
39881,1
39882,1
39883,1
39884,1
39885,1
39886,1
39887,1
39888,0
39889,1
39890,1
39891,1
39892,1
39893,1
39894,0
39895,0
39896,0
39897,1
39898,1
39899,0
39900,1
39901,1
39902,1
39903,1
39904,1
39905,1
39906,0
39907,1
39908,1
39909,1
39910,1
39911,1
39912,0
39913,1
39914,1
39915,0
39916,1
39917,0
39918,0
39919,1
39920,0
39921,1
39922,1
39923,0
39924,1
39925,0
39926,0
39927,1
39928,0
39929,0
39930,1
39931,0
39932,0
39933,1
39934,1
39935,1
39936,0
39937,0
39938,1
39939,1
39940,1
39941,1
39942,1
39943,0
39944,1
39945,1
39946,0
39947,0
39948,1
39949,1
39950,1
39951,1
39952,1
39953,1
39954,0
39955,1
39956,0
39957,0
39958,1
39959,0
39960,1
39961,1
39962,0
39963,1
39964,1
39965,1
39966,0
39967,1
39968,0
39969,0
39970,0
39971,1
39972,0
39973,0
39974,0
39975,0
39976,0
39977,0
39978,0
39979,0
39980,0
39981,0
39982,0
39983,0
39984,0
39985,0
39986,0
39987,1
39988,1
39989,1
39990,1
39991,0
39992,1
39993,1
39994,1
39995,1
39996,0
39997,1
39998,0
39999,0
40000,0
40001,0
40002,1
40003,1
40004,1
40005,1
40006,0
40007,0
40008,0
40009,1
40010,0
40011,0
40012,0
40013,1
40014,0
40015,1
40016,0
40017,0
40018,0
40019,1
40020,0
40021,0
40022,0
40023,0
40024,0
40025,0
40026,0
40027,1
40028,1
40029,1
40030,1
40031,1
40032,0
40033,0
40034,1
40035,0
40036,0
40037,0
40038,1
40039,1
40040,1
40041,1
40042,1
40043,0
40044,1
40045,1
40046,1
40047,0
40048,0
40049,0
40050,0
40051,1
40052,1
40053,1
40054,0
40055,1
40056,1
40057,0
40058,0
40059,0
40060,0
40061,0
40062,1
40063,1
40064,0
40065,0
40066,1
40067,1
40068,0
40069,1
40070,0
40071,0
40072,1
40073,1
40074,1
40075,0
40076,1
40077,0
40078,0
40079,0
40080,1
40081,0
40082,1
40083,0
40084,0
40085,0
40086,0
40087,0
40088,0
40089,0
40090,0
40091,0
40092,0
40093,0
40094,0
40095,0
40096,1
40097,0
40098,0
40099,0
40100,0
40101,0
40102,0
40103,1
40104,0
40105,0
40106,0
40107,0
40108,0
40109,0
40110,0
40111,0
40112,0
40113,0
40114,0
40115,0
40116,0
40117,0
40118,0
40119,0
40120,0
40121,0
40122,0
40123,0
40124,0
40125,0
40126,0
40127,0
40128,0
40129,0
40130,0
40131,0
40132,0
40133,0
40134,0
40135,0
40136,0
40137,0
40138,0
40139,0
40140,0
40141,0
40142,0
40143,0
40144,0
40145,0
40146,0
40147,0
40148,0
40149,0
40150,0
40151,0
40152,0
40153,0
40154,0
40155,0
40156,0
40157,1
40158,0
40159,0
40160,0
40161,0
40162,0
40163,0
40164,0
40165,0
40166,0
40167,0
40168,0
40169,0
40170,1
40171,0
40172,0
40173,0
40174,0
40175,0
40176,0
40177,0
40178,0
40179,0
40180,0
40181,0
40182,0
40183,0
40184,0
40185,0
40186,0
40187,0
40188,0
40189,0
40190,0
40191,0
40192,0
40193,0
40194,0
40195,0
40196,0
40197,0
40198,0
40199,0
40200,0
40201,0
40202,0
40203,0
40204,0
40205,0
40206,0
40207,0
40208,0
40209,0
40210,0
40211,0
40212,0
40213,0
40214,0
40215,0
40216,0
40217,0
40218,0
40219,0
40220,0
40221,0
40222,0
40223,0
40224,0
40225,0
40226,0
40227,0
40228,0
40229,0
40230,0
40231,0
40232,0
40233,0
40234,0
40235,0
40236,0
40237,0
40238,0
40239,0
40240,0
40241,0
40242,0
40243,0
40244,0
40245,0
40246,0
40247,0
40248,0
40249,0
40250,0
40251,0
40252,0
40253,0
40254,0
40255,0
40256,0
40257,0
40258,0
40259,0
40260,0
40261,0
40262,0
40263,0
40264,0
40265,0
40266,0
40267,0
40268,0
40269,0
40270,0
40271,0
40272,0
40273,0
40274,0
40275,0
40276,0
40277,0
40278,0
40279,0
40280,0
40281,0
40282,0
40283,0
40284,0
40285,0
40286,0
40287,0
40288,0
40289,0
40290,0
40291,0
40292,0
40293,0
40294,0
40295,0
40296,0
40297,0
40298,1
40299,0
40300,0
40301,1
40302,0
40303,0
40304,0
40305,0
40306,0
40307,1
40308,0
40309,0
40310,0
40311,0
40312,0
40313,0
40314,0
40315,0
40316,0
40317,0
40318,0
40319,0
40320,0
40321,0
40322,0
40323,0
40324,0
40325,0
40326,0
40327,0
40328,0
40329,0
40330,0
40331,0
40332,0
40333,0
40334,0
40335,0
40336,0
40337,0
40338,0
40339,0
40340,0
40341,0
40342,0
40343,0
40344,0
40345,0
40346,0
40347,0
40348,0
40349,0
40350,0
40351,0
40352,0
40353,0
40354,0
40355,0
40356,0
40357,0
40358,0
40359,0
40360,1
40361,0
40362,0
40363,0
40364,0
40365,0
40366,0
40367,0
40368,0
40369,0
40370,0
40371,0
40372,0
40373,0
40374,0
40375,0
40376,0
40377,0
40378,0
40379,0
40380,0
40381,0
40382,0
40383,0
40384,0
40385,0
40386,0
40387,0
40388,0
40389,0
40390,0
40391,0
40392,0
40393,0
40394,0
40395,0
40396,0
40397,0
40398,0
40399,0
40400,0
40401,0
40402,0
40403,0
40404,0
40405,0
40406,1
40407,0
40408,0
40409,0
40410,0
40411,0
40412,0
40413,0
40414,0
40415,0
40416,0
40417,0
40418,0
40419,0
40420,0
40421,0
40422,0
40423,0
40424,0
40425,1
40426,0
40427,0
40428,0
40429,0
40430,0
40431,0
40432,0
40433,0
40434,0
40435,0
40436,0
40437,0
40438,0
40439,0
40440,0
40441,0
40442,0
40443,0
40444,0
40445,0
40446,0
40447,0
40448,0
40449,0
40450,0
40451,0
40452,0
40453,0
40454,0
40455,0
40456,1
40457,1
40458,0
40459,0
40460,0
40461,0
40462,0
40463,0
40464,0
40465,0
40466,1
40467,1
40468,0
40469,0
40470,0
40471,0
40472,0
40473,0
40474,0
40475,0
40476,1
40477,1
40478,0
40479,0
40480,0
40481,0
40482,0
40483,0
40484,0
40485,0
40486,0
40487,0
40488,0
40489,0
40490,0
40491,0
40492,0
40493,0
40494,0
40495,0
40496,0
40497,0
40498,0
40499,0
40500,0
40501,0
40502,0
40503,0
40504,0
40505,0
40506,0
40507,0
40508,1
40509,0
40510,0
40511,0
40512,1
40513,1
40514,1
40515,1
40516,1
40517,1
40518,0
40519,0
40520,0
40521,0
40522,0
40523,0
40524,1
40525,0
40526,0
40527,0
40528,0
40529,0
40530,0
40531,0
40532,0
40533,0
40534,0
40535,0
40536,0
40537,0
40538,0
40539,0
40540,0
40541,0
40542,0
40543,0
40544,0
40545,0
40546,0
40547,0
40548,0
40549,0
40550,0
40551,0
40552,0
40553,1
40554,0
40555,0
40556,0
40557,0
40558,0
40559,0
40560,0
40561,0
40562,0
40563,0
40564,0
40565,1
40566,0
40567,0
40568,0
40569,0
40570,0
40571,0
40572,0
40573,0
40574,0
40575,1
40576,0
40577,0
40578,0
40579,0
40580,0
40581,0
40582,0
40583,0
40584,0
40585,0
40586,0
40587,0
40588,0
40589,0
40590,0
40591,0
40592,0
40593,0
40594,0
40595,0
40596,0
40597,0
40598,1
40599,0
40600,0
40601,0
40602,0
40603,0
40604,1
40605,0
40606,0
40607,0
40608,0
40609,0
40610,0
40611,0
40612,0
40613,0
40614,0
40615,0
40616,0
40617,0
40618,0
40619,0
40620,1
40621,0
40622,0
40623,0
40624,0
40625,0
40626,0
40627,0
40628,0
40629,0
40630,0
40631,1
40632,0
40633,1
40634,0
40635,0
40636,0
40637,0
40638,0
40639,0
40640,0
40641,0
40642,0
40643,1
40644,0
40645,0
40646,0
40647,0
40648,1
40649,1
40650,1
40651,0
40652,1
40653,0
40654,1
40655,1
40656,0
40657,0
40658,0
40659,0
40660,1
40661,0
40662,0
40663,1
40664,1
40665,0
40666,0
40667,1
40668,0
40669,1
40670,0
40671,0
40672,0
40673,0
40674,0
40675,0
40676,0
40677,0
40678,0
40679,0
40680,0
40681,0
40682,0
40683,1
40684,0
40685,0
40686,1
40687,0
40688,1
40689,0
40690,0
40691,1
40692,0
40693,1
40694,0
40695,0
40696,1
40697,1
40698,1
40699,0
40700,0
40701,1
40702,0
40703,0
40704,0
40705,0
40706,0
40707,1
40708,0
40709,0
40710,1
40711,0
40712,0
40713,0
40714,1
40715,1
40716,0
40717,0
40718,0
40719,1
40720,0
40721,1
40722,1
40723,0
40724,0
40725,0
40726,1
40727,1
40728,0
40729,1
40730,0
40731,1
40732,0
40733,0
40734,0
40735,0
40736,0
40737,1
40738,1
40739,1
40740,0
40741,0
40742,0
40743,0
40744,0
40745,0
40746,0
40747,1
40748,0
40749,0
40750,0
40751,1
40752,0
40753,0
40754,0
40755,1
40756,0
40757,0
40758,0
40759,0
40760,0
40761,0
40762,0
40763,1
40764,1
40765,0
40766,1
40767,1
40768,1
40769,1
40770,0
40771,0
40772,0
40773,1
40774,0
40775,0
40776,1
40777,0
40778,1
40779,1
40780,0
40781,0
40782,0
40783,1
40784,0
40785,0
40786,1
40787,0
40788,1
40789,0
40790,0
40791,0
40792,0
40793,1
40794,1
40795,0
40796,0
40797,0
40798,0
40799,0
40800,0
40801,1
40802,0
40803,1
40804,0
40805,0
40806,0
40807,1
40808,1
40809,0
40810,0
40811,0
40812,0
40813,0
40814,1
40815,0
40816,1
40817,0
40818,0
40819,0
40820,0
40821,1
40822,0
40823,1
40824,0
40825,1
40826,0
40827,1
40828,0
40829,0
40830,0
40831,0
40832,0
40833,1
40834,0
40835,0
40836,1
40837,1
40838,0
40839,1
40840,0
40841,1
40842,0
40843,1
40844,1
40845,1
40846,1
40847,0
40848,0
40849,1
40850,1
40851,0
40852,0
40853,0
40854,0
40855,1
40856,0
40857,0
40858,0
40859,0
40860,1
40861,1
40862,0
40863,0
40864,0
40865,1
40866,1
40867,1
40868,0
40869,0
40870,1
40871,1
40872,0
40873,1
40874,1
40875,1
40876,0
40877,0
40878,0
40879,1
40880,0
40881,1
40882,1
40883,0
40884,1
40885,0
40886,0
40887,1
40888,1
40889,1
40890,1
40891,1
40892,1
40893,1
40894,1
40895,0
40896,1
40897,1
40898,1
40899,1
40900,1
40901,0
40902,0
40903,0
40904,1
40905,0
40906,1
40907,1
40908,1
40909,1
40910,1
40911,0
40912,1
40913,1
40914,0
40915,0
40916,0
40917,1
40918,0
40919,1
40920,1
40921,0
40922,0
40923,1
40924,0
40925,1
40926,1
40927,0
40928,1
40929,1
40930,1
40931,0
40932,1
40933,0
40934,1
40935,1
40936,1
40937,0
40938,0
